學年度,學校代碼,學校名稱,縣市名稱,體系別,在校生總數,區域,設立別,休學人數,在學人數_S,休學率,退學人數,退學率,專任教師數,生師比,公私立
109,1035,中國醫藥大學,臺中市,2 技職,1,中部,私立,,,,,,521.0,0.0,私立
109,1036,健行科技大學,桃園市,2 技職,11279,北部,,,,,,,,,未知
109,1037,正修科技大學,高雄市,2 技職,17473,南部,,,,,,,,,未知
109,1038,萬能科技大學,桃園市,2 技職,9691,北部,,,,,,,,,未知
109,1039,玄奘大學,新竹市,1 一般,2408,北部,私立,,,,,,112.0,21.5,私立
109,1040,建國科技大學,彰化縣,2 技職,6620,中部,私立,,,,,,223.0,29.7,私立
109,1041,明志科技大學,新北市,2 技職,4492,北部,私立,,,,,,199.0,22.6,私立
109,1042,高苑科技大學,高雄市,2 技職,3510,南部,,,,,,,,,未知
109,1043,大仁科技大學,屏東縣,2 技職,5389,南部,私立,,,,,,180.0,29.9,私立
109,1044,聖約翰科技大學,新北市,2 技職,2391,北部,私立,,,,,,133.0,18.0,私立
109,1045,嶺東科技大學,臺中市,2 技職,10510,中部,私立,,,,,,274.0,38.4,私立
109,1046,中國科技大學,臺北市,2 技職,8815,北部,私立,,,,,,248.0,35.5,私立
109,1047,中臺科技大學,臺中市,2 技職,8170,中部,私立,,,,,,242.0,33.8,私立
109,1048,亞洲大學,臺中市,1 一般,11421,中部,私立,,,,,,394.0,29.0,私立
109,1049,開南大學,桃園市,1 一般,5587,北部,私立,,,,,,204.0,27.4,私立
109,1050,佛光大學,宜蘭縣,1 一般,3458,東部,私立,,,,,,165.0,21.0,私立
109,1051,台南應用科技大學,臺南市,2 技職,12363,南部,,,,,,,,,未知
109,1052,遠東科技大學,臺南市,2 技職,4724,南部,,,,,,,,,未知
109,1053,元培醫事科技大學,新竹市,2 技職,6186,北部,,,,,,,,,未知
109,1054,景文科技大學,新北市,2 技職,6656,北部,私立,,,,,,172.0,38.7,私立
109,1055,中華醫事科技大學,臺南市,2 技職,8724,南部,私立,,,,,,279.0,31.3,私立
109,1056,東南科技大學,新北市,2 技職,5168,北部,私立,,,,,,170.0,30.4,私立
109,1057,德明財經科技大學,臺北市,2 技職,7384,北部,私立,,,,,,224.0,33.0,私立
109,1058,明道大學,彰化縣,1 一般,2525,中部,,,,,,,,,未知
109,1060,南開科技大學,南投縣,2 技職,3755,中部,私立,,,,,,140.0,26.8,私立
109,1061,中華科技大學,臺北市,2 技職,4773,北部,,,,,,,,,未知
109,1062,僑光科技大學,臺中市,2 技職,10610,中部,私立,,,,,,237.0,44.8,私立
109,1063,育達科技大學,苗栗縣,2 技職,3962,中部,,,,,,,,,未知
109,1064,美和科技大學,屏東縣,2 技職,6300,南部,,,,,,,,,未知
109,1065,吳鳳科技大學,嘉義縣,2 技職,5058,南部,私立,,,,,,145.0,34.9,私立
109,1066,環球科技大學,雲林縣,2 技職,3673,中部,,,,,,,,,未知
109,1067,臺灣首府大學,臺南市,1 一般,1130,南部,,,,,,,,,未知
109,1068,中州科技大學,彰化縣,2 技職,2668,中部,,,,,,,,,未知
109,1069,修平科技大學,臺中市,2 技職,4469,中部,,,,,,,,,未知
109,1070,長庚科技大學,桃園市,2 技職,6333,北部,,,,,,,,,未知
109,1071,臺北城市科技大學,臺北市,2 技職,9858,北部,,,,,,,,,未知
109,1072,敏實科技大學,新竹縣,2 技職,771,北部,,,,,,,,,未知
109,1073,醒吾科技大學,新北市,2 技職,7943,北部,,,,,,,,,未知
109,1075,文藻外語大學,高雄市,2 技職,9012,南部,,,,,,,,,未知
109,1076,華夏科技大學,新北市,2 技職,4043,北部,,,,,,,,,未知
109,1077,慈濟科技大學,花蓮縣,2 技職,3163,東部,,,,,,,,,未知
109,1078,致理科技大學,新北市,2 技職,11575,北部,,,,,,,,,未知
109,1079,康寧大學,臺北市,2 技職,3115,北部,,,,,,,,,未知
109,1080,宏國德霖科技大學,新北市,2 技職,5370,北部,,,,,,,,,未知
109,1081,東方設計大學,高雄市,2 技職,2072,南部,,,,,,,,,未知
109,1082,崇右影藝科技大學,基隆市,2 技職,2609,北部,,,,,,,,,未知
109,1083,台北海洋科技大學,新北市,2 技職,4192,北部,,,,,,,,,未知
109,1125,中信金融管理學院,臺南市,1 一般,825,南部,,,,,,,,,未知
109,1148,大漢技術學院,花蓮縣,2 技職,999,東部,私立,,,,,,42.0,23.8,私立
109,1159,和春技術學院,高雄市,2 技職,688,南部,私立,,,,,,48.0,14.3,私立
109,1166,亞東技術學院,新北市,2 技職,4388,北部,私立,,,,,,149.0,29.4,私立
109,1168,南亞技術學院,桃園市,2 技職,3363,北部,,,,,,,,,未知
109,1176,稻江科技暨管理學院,嘉義縣,2 技職,24,南部,私立,,,,,,17.0,1.4,私立
109,1182,蘭陽技術學院,宜蘭縣,2 技職,513,東部,私立,,,,,,44.0,11.7,私立
109,1183,黎明技術學院,新北市,2 技職,5191,北部,私立,,,,,,169.0,30.7,私立
109,1185,經國管理暨健康學院,基隆市,2 技職,4221,北部,,,,,,,,,未知
109,1188,大同技術學院,嘉義市,2 技職,1137,南部,私立,,,,,,52.0,21.9,私立
109,1192,臺灣觀光學院,花蓮縣,2 技職,268,東部,私立,,,,,,10.0,26.8,私立
109,1195,馬偕醫學院,新北市,2 技職,39,北部,,,,,,,,,未知
109,1196,法鼓文理學院,新北市,1 一般,302,北部,,,,,,,,,未知
109,1282,馬偕醫護管理專科學校,臺北市,2 技職,4106,北部,,,,,,,,,未知
109,1283,仁德醫護管理專科學校,苗栗縣,2 技職,6515,中部,私立,,,,,,216.0,30.2,私立
109,1284,樹人醫護管理專科學校,高雄市,2 技職,7279,南部,私立,,,,,,224.0,32.5,私立
109,1285,慈惠醫護管理專科學校,屏東縣,2 技職,3977,南部,私立,,,,,,140.0,28.4,私立
109,1286,耕莘健康管理專科學校,新北市,2 技職,4698,北部,私立,,,,,,164.0,28.6,私立
109,1287,敏惠醫護管理專科學校,臺南市,2 技職,3936,南部,私立,,,,,,128.0,30.8,私立
109,1289,育英醫護管理專科學校,高雄市,2 技職,1991,南部,私立,,,,,,70.0,28.4,私立
109,1291,聖母醫護管理專科學校,宜蘭縣,2 技職,2227,東部,私立,,,,,,89.0,25.0,私立
109,1292,新生醫護管理專科學校,桃園市,2 技職,6064,北部,私立,,,,,,214.0,28.3,私立
109,1293,崇仁醫護管理專科學校,嘉義縣,2 技職,3293,南部,私立,,,,,,124.0,26.6,私立
109,3002,臺北市立大學,臺北市,1 一般,7986,北部,公立,,,,,,323.0,24.7,公立
110,1,國立政治大學,臺北市,1 一般,16110,北部,公立,,,,,,726.0,22.2,公立
110,2,國立清華大學,新竹市,1 一般,17488,北部,公立,,,,,,859.0,20.4,公立
110,3,國立臺灣大學,臺北市,1 一般,32923,北部,公立,,,,,,2064.0,16.0,公立
110,4,國立臺灣師範大學,臺北市,3 師範,16164,北部,公立,,,,,,825.0,19.6,公立
110,5,國立成功大學,臺南市,1 一般,22406,南部,公立,,,,,,1328.0,16.9,公立
110,6,國立中興大學,臺中市,1 一般,15154,中部,公立,,,,,,840.0,18.0,公立
110,7,國立陽明交通大學,新竹市,1 一般,20412,北部,公立,,,,,,1156.0,17.7,公立
110,8,國立中央大學,桃園市,1 一般,12128,北部,公立,,,,,,675.0,18.0,公立
110,9,國立中山大學,高雄市,1 一般,9897,南部,公立,,,,,,574.0,17.2,公立
110,12,國立臺灣海洋大學,基隆市,1 一般,9068,北部,公立,,,,,,443.0,20.5,公立
110,13,國立中正大學,嘉義縣,1 一般,11212,南部,公立,,,,,,532.0,21.1,公立
110,14,國立高雄師範大學,高雄市,3 師範,7147,南部,公立,,,,,,284.0,25.2,公立
110,15,國立彰化師範大學,彰化縣,3 師範,8459,中部,公立,,,,,,382.0,22.1,公立
110,17,國立臺北大學,新北市,1 一般,10236,北部,公立,,,,,,382.0,26.8,公立
110,18,國立嘉義大學,嘉義市,1 一般,11805,南部,公立,,,,,,500.0,23.6,公立
110,19,國立高雄大學,高雄市,2 技職,146,南部,公立,,,,,,238.0,0.6,公立
110,20,國立東華大學,花蓮縣,1 一般,10251,東部,公立,,,,,,456.0,22.5,公立
110,21,國立暨南國際大學,南投縣,1 一般,6242,中部,公立,,,,,,270.0,23.1,公立
110,22,國立臺灣科技大學,臺北市,2 技職,11229,北部,公立,,,,,,522.0,21.5,公立
110,23,國立雲林科技大學,雲林縣,2 技職,9885,中部,公立,,,,,,418.0,23.6,公立
110,24,國立屏東科技大學,屏東縣,2 技職,10687,南部,公立,,,,,,403.0,26.5,公立
110,25,國立臺北科技大學,臺北市,2 技職,13621,北部,公立,,,,,,463.0,29.4,公立
110,28,國立臺北藝術大學,臺北市,1 一般,3063,北部,公立,,,,,,168.0,18.2,公立
110,29,國立臺灣藝術大學,新北市,2 技職,355,北部,公立,,,,,,165.0,2.2,公立
110,30,國立臺東大學,臺東縣,2 技職,110,東部,公立,,,,,,206.0,0.5,公立
110,31,國立宜蘭大學,宜蘭縣,1 一般,5637,東部,公立,,,,,,233.0,24.2,公立
110,32,國立聯合大學,苗栗縣,1 一般,7655,中部,公立,,,,,,283.0,27.0,公立
110,33,國立虎尾科技大學,雲林縣,2 技職,11408,中部,公立,,,,,,349.0,32.7,公立
110,35,國立臺南藝術大學,臺南市,1 一般,1616,南部,公立,,,,,,107.0,15.1,公立
110,36,國立臺南大學,臺南市,1 一般,5939,南部,公立,,,,,,227.0,26.2,公立
110,37,國立臺北教育大學,臺北市,3 師範,5938,北部,公立,,,,,,245.0,24.2,公立
110,39,國立臺中教育大學,臺中市,3 師範,5005,中部,公立,,,,,,204.0,24.5,公立
110,42,國立澎湖科技大學,澎湖縣,2 技職,3063,離島,公立,,,,,,128.0,23.9,公立
110,43,國立勤益科技大學,臺中市,2 技職,12442,中部,公立,,,,,,314.0,39.6,公立
110,44,國立體育大學,桃園市,1 一般,2643,北部,公立,,,,,,102.0,25.9,公立
110,46,國立臺北護理健康大學,臺北市,2 技職,5365,北部,公立,,,,,,212.0,25.3,公立
110,47,國立高雄餐旅大學,高雄市,2 技職,4798,南部,公立,,,,,,164.0,29.3,公立
110,48,國立金門大學,金門縣,1 一般,4215,離島,公立,,,,,,148.0,28.5,公立
110,49,國立臺灣體育運動大學,臺中市,1 一般,3121,中部,公立,,,,,,126.0,24.8,公立
110,50,國立臺中科技大學,臺中市,2 技職,16191,中部,公立,,,,,,418.0,38.7,公立
110,51,國立臺北商業大學,臺北市,2 技職,7490,北部,公立,,,,,,220.0,34.0,公立
110,52,國立屏東大學,屏東縣,1 一般,9137,南部,公立,,,,,,355.0,25.7,公立
110,53,國立高雄科技大學,高雄市,2 技職,27902,南部,公立,,,,,,860.0,32.4,公立
110,144,國立臺灣戲曲學院,臺北市,2 技職,541,北部,公立,,,,,,35.0,15.5,公立
110,221,國立臺南護理專科學校,臺南市,2 技職,1926,南部,公立,,,,,,92.0,20.9,公立
110,222,國立臺東專科學校,臺東縣,2 技職,955,東部,公立,,,,,,64.0,14.9,公立
110,1001,東海大學,臺中市,1 一般,15867,中部,私立,,,,,,554.0,28.6,私立
110,1002,輔仁大學,新北市,2 技職,58,北部,私立,,,,,,732.0,0.1,私立
110,1003,東吳大學,臺北市,1 一般,15458,北部,私立,,,,,,432.0,35.8,私立
110,1004,中原大學,桃園市,1 一般,16529,北部,私立,,,,,,499.0,33.1,私立
110,1005,淡江大學,新北市,1 一般,24534,北部,,,,,,,,,未知
110,1006,中國文化大學,臺北市,2 技職,159,北部,私立,,,,,,693.0,0.2,私立
110,1007,逢甲大學,臺中市,1 一般,21393,中部,私立,,,,,,657.0,32.6,私立
110,1008,靜宜大學,臺中市,1 一般,12173,中部,私立,,,,,,374.0,32.5,私立
110,1009,長庚大學,桃園市,1 一般,6930,北部,私立,,,,,,592.0,11.7,私立
110,1010,元智大學,桃園市,1 一般,8799,北部,私立,,,,,,296.0,29.7,私立
110,1011,中華大學,新竹市,2 技職,243,北部,,,,,,,,,未知
110,1012,大葉大學,彰化縣,2 技職,74,中部,私立,,,,,,285.0,0.3,私立
110,1013,華梵大學,新北市,1 一般,1090,北部,,,,,,,,,未知
110,1014,義守大學,高雄市,2 技職,164,南部,私立,,,,,,532.0,0.3,私立
110,1015,世新大學,臺北市,1 一般,11434,北部,私立,,,,,,339.0,33.7,私立
110,1016,銘傳大學,臺北市,1 一般,18970,北部,私立,,,,,,556.0,34.1,私立
110,1017,實踐大學,臺北市,2 技職,98,北部,私立,,,,,,324.0,0.3,私立
110,1018,朝陽科技大學,臺中市,2 技職,14655,中部,私立,,,,,,390.0,37.6,私立
110,1019,高雄醫學大學,高雄市,1 一般,6528,南部,私立,,,,,,535.0,12.2,私立
110,1020,南華大學,嘉義縣,1 一般,5472,南部,私立,,,,,,195.0,28.1,私立
110,1021,真理大學,新北市,1 一般,5010,北部,私立,,,,,,225.0,22.3,私立
110,1022,大同大學,臺北市,1 一般,3980,北部,私立,,,,,,140.0,28.4,私立
110,1023,南臺科技大學,臺南市,2 技職,17222,南部,,,,,,,,,未知
110,1024,崑山科技大學,臺南市,2 技職,9970,南部,私立,,,,,,293.0,34.0,私立
110,1025,嘉南藥理大學,臺南市,2 技職,11458,南部,,,,,,,,,未知
110,1026,樹德科技大學,高雄市,2 技職,10043,南部,私立,,,,,,256.0,39.2,私立
110,1027,慈濟大學,花蓮縣,1 一般,3348,東部,,,,,,,,,未知
110,1028,臺北醫學大學,臺北市,1 一般,6137,北部,私立,,,,,,681.0,9.0,私立
110,1029,中山醫學大學,臺中市,2 技職,122,中部,私立,,,,,,410.0,0.3,私立
110,1030,龍華科技大學,桃園市,2 技職,12004,北部,私立,,,,,,275.0,43.7,私立
110,1031,輔英科技大學,高雄市,2 技職,9728,南部,私立,,,,,,321.0,30.3,私立
110,1032,明新科技大學,新竹縣,2 技職,11377,北部,,,,,,,,,未知
110,1033,長榮大學,臺南市,1 一般,7849,南部,私立,,,,,,318.0,24.7,私立
110,1034,弘光科技大學,臺中市,2 技職,12666,中部,私立,,,,,,337.0,37.6,私立
110,1035,中國醫藥大學,臺中市,1 一般,7243,中部,私立,,,,,,518.0,14.0,私立
110,1036,健行科技大學,桃園市,2 技職,11167,北部,,,,,,,,,未知
110,1037,正修科技大學,高雄市,2 技職,17568,南部,,,,,,,,,未知
110,1038,萬能科技大學,桃園市,2 技職,9013,北部,,,,,,,,,未知
110,1039,玄奘大學,新竹市,1 一般,2049,北部,私立,,,,,,107.0,19.1,私立
110,1040,建國科技大學,彰化縣,2 技職,5871,中部,私立,,,,,,195.0,30.1,私立
110,1041,明志科技大學,新北市,2 技職,4438,北部,私立,,,,,,199.0,22.3,私立
110,1042,高苑科技大學,高雄市,2 技職,3140,南部,,,,,,,,,未知
110,1043,大仁科技大學,屏東縣,2 技職,4934,南部,私立,,,,,,164.0,30.1,私立
110,1044,聖約翰科技大學,新北市,2 技職,1838,北部,私立,,,,,,122.0,15.1,私立
110,1045,嶺東科技大學,臺中市,2 技職,10253,中部,私立,,,,,,269.0,38.1,私立
110,1046,中國科技大學,臺北市,2 技職,8612,北部,私立,,,,,,230.0,37.4,私立
110,1047,中臺科技大學,臺中市,2 技職,7604,中部,私立,,,,,,232.0,32.8,私立
110,1048,亞洲大學,臺中市,1 一般,11431,中部,私立,,,,,,387.0,29.5,私立
110,1049,開南大學,桃園市,1 一般,5108,北部,私立,,,,,,186.0,27.5,私立
110,1050,佛光大學,宜蘭縣,1 一般,3242,東部,私立,,,,,,162.0,20.0,私立
110,1051,台南應用科技大學,臺南市,2 技職,11716,南部,,,,,,,,,未知
110,1052,遠東科技大學,臺南市,2 技職,3757,南部,,,,,,,,,未知
110,1053,元培醫事科技大學,新竹市,2 技職,5751,北部,,,,,,,,,未知
110,1054,景文科技大學,新北市,2 技職,5903,北部,私立,,,,,,166.0,35.6,私立
110,1055,中華醫事科技大學,臺南市,2 技職,8511,南部,私立,,,,,,261.0,32.6,私立
110,1056,東南科技大學,新北市,2 技職,4850,北部,私立,,,,,,154.0,31.5,私立
110,1057,德明財經科技大學,臺北市,2 技職,7292,北部,私立,,,,,,221.0,33.0,私立
110,1058,明道大學,彰化縣,1 一般,2013,中部,,,,,,,,,未知
110,1060,南開科技大學,南投縣,2 技職,3235,中部,私立,,,,,,113.0,28.6,私立
110,1061,中華科技大學,臺北市,2 技職,4365,北部,,,,,,,,,未知
110,1062,僑光科技大學,臺中市,2 技職,9841,中部,私立,,,,,,227.0,43.4,私立
110,1063,育達科技大學,苗栗縣,2 技職,3784,中部,,,,,,,,,未知
110,1064,美和科技大學,屏東縣,2 技職,5935,南部,,,,,,,,,未知
110,1065,吳鳳科技大學,嘉義縣,2 技職,4915,南部,私立,,,,,,139.0,35.4,私立
110,1066,環球科技大學,雲林縣,2 技職,2831,中部,,,,,,,,,未知
110,1067,臺灣首府大學,臺南市,1 一般,811,南部,,,,,,,,,未知
110,1068,中州科技大學,彰化縣,2 技職,1931,中部,,,,,,,,,未知
110,1069,修平科技大學,臺中市,2 技職,5024,中部,,,,,,,,,未知
110,1070,長庚科技大學,桃園市,2 技職,6397,北部,,,,,,,,,未知
110,1071,臺北城市科技大學,臺北市,2 技職,9459,北部,,,,,,,,,未知
110,1072,敏實科技大學,新竹縣,2 技職,579,北部,,,,,,,,,未知
110,1073,醒吾科技大學,新北市,2 技職,7517,北部,,,,,,,,,未知
110,1075,文藻外語大學,高雄市,2 技職,8683,南部,,,,,,,,,未知
110,1076,華夏科技大學,新北市,2 技職,3500,北部,,,,,,,,,未知
110,1077,慈濟科技大學,花蓮縣,2 技職,3211,東部,,,,,,,,,未知
110,1078,致理科技大學,新北市,2 技職,11486,北部,,,,,,,,,未知
110,1079,康寧大學,臺北市,2 技職,3017,北部,,,,,,,,,未知
110,1080,宏國德霖科技大學,新北市,2 技職,4996,北部,,,,,,,,,未知
110,1081,東方設計大學,高雄市,2 技職,1471,南部,,,,,,,,,未知
110,1082,崇右影藝科技大學,基隆市,2 技職,1924,北部,,,,,,,,,未知
110,1083,台北海洋科技大學,新北市,2 技職,4124,北部,,,,,,,,,未知
110,1084,亞東科技大學,新北市,2 技職,4223,北部,,,,,,,,,未知
110,1125,中信金融管理學院,臺南市,1 一般,919,南部,,,,,,,,,未知
110,1148,大漢技術學院,花蓮縣,2 技職,904,東部,私立,,,,,,38.0,23.8,私立
110,1159,和春技術學院,高雄市,2 技職,301,南部,私立,,,,,,36.0,8.4,私立
110,1168,南亞技術學院,桃園市,2 技職,2762,北部,,,,,,,,,未知
110,1182,蘭陽技術學院,宜蘭縣,2 技職,325,東部,私立,,,,,,27.0,12.0,私立
110,1183,黎明技術學院,新北市,2 技職,5254,北部,私立,,,,,,156.0,33.7,私立
110,1185,經國管理暨健康學院,基隆市,2 技職,4008,北部,,,,,,,,,未知
110,1188,大同技術學院,嘉義市,2 技職,942,南部,私立,,,,,,46.0,20.5,私立
110,1195,馬偕醫學院,新北市,2 技職,78,北部,,,,,,,,,未知
110,1196,法鼓文理學院,新北市,1 一般,329,北部,,,,,,,,,未知
110,1282,馬偕醫護管理專科學校,臺北市,2 技職,3997,北部,,,,,,,,,未知
110,1283,仁德醫護管理專科學校,苗栗縣,2 技職,6386,中部,私立,,,,,,217.0,29.4,私立
110,1284,樹人醫護管理專科學校,高雄市,2 技職,7305,南部,私立,,,,,,221.0,33.1,私立
110,1285,慈惠醫護管理專科學校,屏東縣,2 技職,3345,南部,私立,,,,,,128.0,26.1,私立
110,1286,耕莘健康管理專科學校,新北市,2 技職,4392,北部,私立,,,,,,166.0,26.5,私立
110,1287,敏惠醫護管理專科學校,臺南市,2 技職,3905,南部,私立,,,,,,121.0,32.3,私立
110,1289,育英醫護管理專科學校,高雄市,2 技職,1923,南部,私立,,,,,,68.0,28.3,私立
110,1291,聖母醫護管理專科學校,宜蘭縣,2 技職,1872,東部,私立,,,,,,85.0,22.0,私立
110,1292,新生醫護管理專科學校,桃園市,2 技職,6055,北部,私立,,,,,,208.0,29.1,私立
110,1293,崇仁醫護管理專科學校,嘉義縣,2 技職,3209,南部,私立,,,,,,120.0,26.7,私立
110,3002,臺北市立大學,臺北市,1 一般,8114,北部,公立,,,,,,322.0,25.2,公立
111,1,國立政治大學,臺北市,1 一般,16727,北部,公立,2283.0,16727.0,0.136,,,735.0,22.8,公立
111,2,國立清華大學,新竹市,1 一般,18034,北部,公立,1446.0,18034.0,0.08,,,857.0,21.0,公立
111,3,國立臺灣大學,臺北市,1 一般,33422,北部,公立,3589.0,33422.0,0.107,,,2097.0,15.9,公立
111,4,國立臺灣師範大學,臺北市,3 師範,16262,北部,公立,2036.0,16262.0,0.125,,,829.0,19.6,公立
111,5,國立成功大學,臺南市,1 一般,22825,南部,公立,1707.0,22825.0,0.075,,,1335.0,17.1,公立
111,6,國立中興大學,臺中市,1 一般,15463,中部,公立,1366.0,15463.0,0.088,,,867.0,17.8,公立
111,7,國立陽明交通大學,新竹市,1 一般,20707,北部,公立,1774.0,20707.0,0.086,,,1152.0,18.0,公立
111,8,國立中央大學,桃園市,1 一般,12294,北部,公立,985.0,12294.0,0.08,,,638.0,19.3,公立
111,9,國立中山大學,高雄市,1 一般,10296,南部,公立,855.0,10296.0,0.083,,,593.0,17.4,公立
111,12,國立臺灣海洋大學,基隆市,1 一般,9167,北部,公立,648.0,9167.0,0.071,,,442.0,20.7,公立
111,13,國立中正大學,嘉義縣,1 一般,11373,南部,公立,1068.0,11373.0,0.094,,,527.0,21.6,公立
111,14,國立高雄師範大學,高雄市,3 師範,7219,南部,公立,1095.0,7219.0,0.152,,,283.0,25.5,公立
111,15,國立彰化師範大學,彰化縣,3 師範,8526,中部,公立,976.0,8526.0,0.114,,,365.0,23.4,公立
111,17,國立臺北大學,新北市,1 一般,10277,北部,公立,787.0,10277.0,0.077,,,381.0,27.0,公立
111,18,國立嘉義大學,嘉義市,1 一般,11486,南部,公立,1124.0,11486.0,0.098,,,486.0,23.6,公立
111,19,國立高雄大學,高雄市,2 技職,124,南部,公立,518.0,5986.0,0.087,,,233.0,0.5,公立
111,20,國立東華大學,花蓮縣,1 一般,10280,東部,公立,1205.0,10280.0,0.117,,,458.0,22.4,公立
111,21,國立暨南國際大學,南投縣,1 一般,6381,中部,公立,481.0,6381.0,0.075,,,264.0,24.2,公立
111,22,國立臺灣科技大學,臺北市,2 技職,11648,北部,公立,854.0,11648.0,0.073,,,522.0,22.3,公立
111,23,國立雲林科技大學,雲林縣,2 技職,10027,中部,公立,722.0,10027.0,0.072,,,411.0,24.4,公立
111,24,國立屏東科技大學,屏東縣,2 技職,10630,南部,公立,649.0,10630.0,0.061,,,433.0,24.5,公立
111,25,國立臺北科技大學,臺北市,2 技職,13633,北部,公立,814.0,13633.0,0.06,,,479.0,28.5,公立
111,28,國立臺北藝術大學,臺北市,1 一般,3179,北部,公立,582.0,3179.0,0.183,,,168.0,18.9,公立
111,29,國立臺灣藝術大學,新北市,2 技職,346,北部,公立,522.0,5614.0,0.093,,,169.0,2.0,公立
111,30,國立臺東大學,臺東縣,2 技職,121,東部,公立,474.0,5099.0,0.093,,,209.0,0.6,公立
111,31,國立宜蘭大學,宜蘭縣,1 一般,5641,東部,公立,372.0,5641.0,0.066,,,234.0,24.1,公立
111,32,國立聯合大學,苗栗縣,1 一般,7649,中部,公立,331.0,7649.0,0.043,,,284.0,26.9,公立
111,33,國立虎尾科技大學,雲林縣,2 技職,11682,中部,公立,546.0,11682.0,0.047,,,353.0,33.1,公立
111,35,國立臺南藝術大學,臺南市,1 一般,1662,南部,公立,281.0,1662.0,0.169,,,107.0,15.5,公立
111,36,國立臺南大學,臺南市,1 一般,5869,南部,公立,674.0,5869.0,0.115,,,224.0,26.2,公立
111,37,國立臺北教育大學,臺北市,3 師範,5955,北部,公立,768.0,5955.0,0.129,,,235.0,25.3,公立
111,39,國立臺中教育大學,臺中市,3 師範,5000,中部,公立,527.0,5000.0,0.105,,,200.0,25.0,公立
111,42,國立澎湖科技大學,澎湖縣,2 技職,2927,離島,公立,158.0,2927.0,0.054,,,128.0,22.9,公立
111,43,國立勤益科技大學,臺中市,2 技職,12421,中部,公立,854.0,12421.0,0.069,,,342.0,36.3,公立
111,44,國立體育大學,桃園市,1 一般,2733,北部,公立,303.0,2733.0,0.111,,,99.0,27.6,公立
111,46,國立臺北護理健康大學,臺北市,2 技職,5297,北部,公立,506.0,5297.0,0.096,,,212.0,25.0,公立
111,47,國立高雄餐旅大學,高雄市,2 技職,4521,南部,公立,213.0,4521.0,0.047,,,158.0,28.6,公立
111,48,國立金門大學,金門縣,1 一般,4175,離島,公立,220.0,4175.0,0.053,,,148.0,28.2,公立
111,49,國立臺灣體育運動大學,臺中市,1 一般,3122,中部,公立,244.0,3122.0,0.078,,,124.0,25.2,公立
111,50,國立臺中科技大學,臺中市,2 技職,16095,中部,公立,1275.0,16095.0,0.079,,,438.0,36.7,公立
111,51,國立臺北商業大學,臺北市,2 技職,7290,北部,公立,531.0,7290.0,0.073,,,227.0,32.1,公立
111,52,國立屏東大學,屏東縣,1 一般,8922,南部,公立,585.0,8922.0,0.066,,,354.0,25.2,公立
111,53,國立高雄科技大學,高雄市,2 技職,27848,南部,公立,1974.0,27848.0,0.071,,,839.0,33.2,公立
111,144,國立臺灣戲曲學院,臺北市,2 技職,516,北部,公立,33.0,516.0,0.064,,,31.0,16.6,公立
111,221,國立臺南護理專科學校,臺南市,2 技職,1985,南部,公立,60.0,1985.0,0.03,,,100.0,19.8,公立
111,222,國立臺東專科學校,臺東縣,2 技職,755,東部,公立,92.0,755.0,0.122,,,61.0,12.4,公立
111,1001,東海大學,臺中市,1 一般,15283,中部,私立,1368.0,15283.0,0.09,,,556.0,27.5,私立
111,1002,輔仁大學,新北市,2 技職,60,北部,私立,1864.0,25981.0,0.072,,,728.0,0.1,私立
111,1003,東吳大學,臺北市,1 一般,15287,北部,私立,1024.0,15287.0,0.067,,,426.0,35.9,私立
111,1004,中原大學,桃園市,1 一般,16629,北部,私立,980.0,16629.0,0.059,,,505.0,32.9,私立
111,1005,淡江大學,新北市,1 一般,23328,北部,,,,,,,,,未知
111,1006,中國文化大學,臺北市,2 技職,178,北部,私立,2597.0,22265.0,0.117,,,666.0,0.3,私立
111,1007,逢甲大學,臺中市,1 一般,21441,中部,私立,964.0,21441.0,0.045,,,645.0,33.2,私立
111,1008,靜宜大學,臺中市,1 一般,11706,中部,私立,630.0,11706.0,0.054,,,360.0,32.5,私立
111,1009,長庚大學,桃園市,1 一般,6987,北部,私立,505.0,6987.0,0.072,,,582.0,12.0,私立
111,1010,元智大學,桃園市,1 一般,8644,北部,私立,381.0,8644.0,0.044,,,296.0,29.2,私立
111,1011,中華大學,新竹市,2 技職,231,北部,,,,,,,,,未知
111,1012,大葉大學,彰化縣,2 技職,47,中部,私立,664.0,5694.0,0.117,,,277.0,0.2,私立
