學年度,學校代碼,學校名稱,縣市名稱,體系別,在校生總數,區域,設立別,休學人數,在學人數_S,休學率,退學人數,退學率,專任教師數,生師比,公私立
111,1013,華梵大學,新北市,1 一般,991,北部,,,,,,,,,未知
111,1014,義守大學,高雄市,2 技職,147,南部,私立,406.0,12941.0,0.031,,,507.0,0.3,私立
111,1015,世新大學,臺北市,1 一般,10899,北部,私立,744.0,10899.0,0.068,,,322.0,33.8,私立
111,1016,銘傳大學,臺北市,1 一般,18256,北部,私立,1105.0,18256.0,0.061,,,557.0,32.8,私立
111,1017,實踐大學,臺北市,2 技職,78,北部,私立,671.0,11875.0,0.057,,,319.0,0.2,私立
111,1018,朝陽科技大學,臺中市,2 技職,13811,中部,私立,733.0,13811.0,0.053,,,393.0,35.1,私立
111,1019,高雄醫學大學,高雄市,1 一般,6518,南部,私立,569.0,6518.0,0.087,,,529.0,12.3,私立
111,1020,南華大學,嘉義縣,1 一般,5136,南部,私立,625.0,5136.0,0.122,,,193.0,26.6,私立
111,1021,真理大學,新北市,1 一般,4314,北部,私立,207.0,4314.0,0.048,,,213.0,20.3,私立
111,1022,大同大學,臺北市,1 一般,3818,北部,私立,245.0,3818.0,0.064,,,134.0,28.5,私立
111,1023,南臺科技大學,臺南市,2 技職,16106,南部,,,,,,,,,未知
111,1024,崑山科技大學,臺南市,2 技職,9276,南部,私立,1034.0,9276.0,0.111,,,277.0,33.5,私立
111,1025,嘉南藥理大學,臺南市,2 技職,10616,南部,,,,,,,,,未知
111,1026,樹德科技大學,高雄市,2 技職,9131,南部,私立,446.0,9131.0,0.049,,,266.0,34.3,私立
111,1027,慈濟大學,花蓮縣,1 一般,3057,東部,,,,,,,,,未知
111,1028,臺北醫學大學,臺北市,1 一般,6154,北部,私立,499.0,6154.0,0.081,,,698.0,8.8,私立
111,1029,中山醫學大學,臺中市,2 技職,113,中部,私立,434.0,6982.0,0.062,,,401.0,0.3,私立
111,1030,龍華科技大學,桃園市,2 技職,11720,北部,私立,651.0,11720.0,0.056,,,281.0,41.7,私立
111,1031,輔英科技大學,高雄市,2 技職,9098,南部,私立,633.0,9098.0,0.07,,,308.0,29.5,私立
111,1032,明新科技大學,新竹縣,2 技職,10556,北部,,,,,,,,,未知
111,1033,長榮大學,臺南市,1 一般,6783,南部,私立,342.0,6783.0,0.05,,,302.0,22.5,私立
111,1034,弘光科技大學,臺中市,2 技職,12106,中部,私立,1061.0,12106.0,0.088,,,333.0,36.4,私立
111,1035,中國醫藥大學,臺中市,1 一般,7300,中部,私立,552.0,7300.0,0.076,,,509.0,14.3,私立
111,1036,健行科技大學,桃園市,2 技職,10092,北部,,,,,,,,,未知
111,1037,正修科技大學,高雄市,2 技職,16767,南部,,,,,,,,,未知
111,1038,萬能科技大學,桃園市,2 技職,8223,北部,,,,,,,,,未知
111,1039,玄奘大學,新竹市,2 技職,14,北部,私立,294.0,1805.0,0.163,,,101.0,0.1,私立
111,1040,建國科技大學,彰化縣,2 技職,4796,中部,私立,242.0,4796.0,0.05,,,180.0,26.6,私立
111,1041,明志科技大學,新北市,2 技職,4344,北部,私立,111.0,4344.0,0.026,,,206.0,21.1,私立
111,1042,高苑科技大學,高雄市,2 技職,2105,南部,,,,,,,,,未知
111,1043,大仁科技大學,屏東縣,2 技職,4522,南部,私立,795.0,4522.0,0.176,,,156.0,29.0,私立
111,1044,聖約翰科技大學,新北市,2 技職,1119,北部,私立,149.0,1119.0,0.133,,,86.0,13.0,私立
111,1045,嶺東科技大學,臺中市,2 技職,9466,中部,私立,564.0,9466.0,0.06,,,258.0,36.7,私立
111,1046,中國科技大學,臺北市,2 技職,7618,北部,私立,554.0,7618.0,0.073,,,218.0,34.9,私立
111,1047,中臺科技大學,臺中市,2 技職,6921,中部,私立,946.0,6921.0,0.137,,,226.0,30.6,私立
111,1048,亞洲大學,臺中市,1 一般,10913,中部,私立,564.0,10913.0,0.052,,,372.0,29.3,私立
111,1049,開南大學,桃園市,1 一般,4778,北部,私立,427.0,4778.0,0.089,,,176.0,27.1,私立
111,1050,佛光大學,宜蘭縣,1 一般,3068,東部,私立,280.0,3068.0,0.091,,,153.0,20.1,私立
111,1051,台南應用科技大學,臺南市,2 技職,10720,南部,,,,,,,,,未知
111,1052,遠東科技大學,臺南市,2 技職,2932,南部,,,,,,,,,未知
111,1053,元培醫事科技大學,新竹市,2 技職,5060,北部,,,,,,,,,未知
111,1054,景文科技大學,新北市,2 技職,5342,北部,私立,295.0,5342.0,0.055,,,154.0,34.7,私立
111,1055,中華醫事科技大學,臺南市,2 技職,7918,南部,私立,789.0,7918.0,0.1,,,262.0,30.2,私立
111,1056,東南科技大學,新北市,2 技職,4376,北部,私立,580.0,4376.0,0.133,,,139.0,31.5,私立
111,1057,德明財經科技大學,臺北市,2 技職,6425,北部,私立,626.0,6425.0,0.097,,,210.0,30.6,私立
111,1058,明道大學,彰化縣,1 一般,1376,中部,,,,,,,,,未知
111,1060,南開科技大學,南投縣,2 技職,2784,中部,私立,134.0,2784.0,0.048,,,103.0,27.0,私立
111,1061,中華科技大學,臺北市,2 技職,3886,北部,,,,,,,,,未知
111,1062,僑光科技大學,臺中市,2 技職,8900,中部,私立,308.0,8900.0,0.035,,,215.0,41.4,私立
111,1063,育達科技大學,苗栗縣,2 技職,3434,中部,,,,,,,,,未知
111,1064,美和科技大學,屏東縣,2 技職,5502,南部,,,,,,,,,未知
111,1065,吳鳳科技大學,嘉義縣,2 技職,4341,南部,私立,376.0,4341.0,0.087,,,134.0,32.4,私立
111,1066,環球科技大學,雲林縣,2 技職,2111,中部,,,,,,,,,未知
111,1067,臺灣首府大學,臺南市,1 一般,337,南部,,,,,,,,,未知
111,1068,中州科技大學,彰化縣,2 技職,907,中部,,,,,,,,,未知
111,1069,修平科技大學,臺中市,2 技職,4411,中部,,,,,,,,,未知
111,1070,長庚科技大學,桃園市,2 技職,6271,北部,,,,,,,,,未知
111,1071,臺北城市科技大學,臺北市,2 技職,8985,北部,,,,,,,,,未知
111,1072,敏實科技大學,新竹縣,2 技職,563,北部,,,,,,,,,未知
111,1073,醒吾科技大學,新北市,2 技職,6687,北部,,,,,,,,,未知
111,1075,文藻外語大學,高雄市,2 技職,7930,南部,,,,,,,,,未知
111,1076,華夏科技大學,新北市,2 技職,2817,北部,,,,,,,,,未知
111,1077,慈濟科技大學,花蓮縣,2 技職,3022,東部,,,,,,,,,未知
111,1078,致理科技大學,新北市,2 技職,11326,北部,,,,,,,,,未知
111,1079,康寧大學,臺北市,2 技職,2998,北部,,,,,,,,,未知
111,1080,宏國德霖科技大學,新北市,2 技職,4689,北部,,,,,,,,,未知
111,1081,東方設計大學,高雄市,2 技職,950,南部,,,,,,,,,未知
111,1082,崇右影藝科技大學,基隆市,2 技職,1364,北部,,,,,,,,,未知
111,1083,台北海洋科技大學,新北市,2 技職,4007,北部,,,,,,,,,未知
111,1084,亞東科技大學,新北市,2 技職,3921,北部,,,,,,,,,未知
111,1125,中信金融管理學院,臺南市,1 一般,925,南部,,,,,,,,,未知
111,1148,大漢技術學院,花蓮縣,2 技職,784,東部,私立,131.0,784.0,0.167,,,35.0,22.4,私立
111,1159,和春技術學院,高雄市,2 技職,69,南部,私立,0.0,69.0,0.0,,,20.0,3.4,私立
111,1168,南亞技術學院,桃園市,2 技職,2320,北部,,,,,,,,,未知
111,1183,黎明技術學院,新北市,2 技職,5061,北部,私立,424.0,5061.0,0.084,,,149.0,34.0,私立
111,1185,經國管理暨健康學院,基隆市,2 技職,3659,北部,,,,,,,,,未知
111,1188,大同技術學院,嘉義市,2 技職,472,南部,私立,54.0,472.0,0.114,,,26.0,18.2,私立
111,1195,馬偕醫學院,新北市,2 技職,54,北部,,,,,,,,,未知
111,1196,法鼓文理學院,新北市,1 一般,338,北部,,,,,,,,,未知
111,1282,馬偕醫護管理專科學校,臺北市,2 技職,4018,北部,,,,,,,,,未知
111,1283,仁德醫護管理專科學校,苗栗縣,2 技職,6156,中部,私立,202.0,6156.0,0.033,,,214.0,28.8,私立
111,1284,樹人醫護管理專科學校,高雄市,2 技職,7274,南部,私立,386.0,7274.0,0.053,,,224.0,32.5,私立
111,1285,慈惠醫護管理專科學校,屏東縣,2 技職,2748,南部,私立,463.0,2748.0,0.168,,,120.0,22.9,私立
111,1286,耕莘健康管理專科學校,新北市,2 技職,4214,北部,私立,164.0,4214.0,0.039,,,156.0,27.0,私立
111,1287,敏惠醫護管理專科學校,臺南市,2 技職,3797,南部,私立,128.0,3797.0,0.034,,,114.0,33.3,私立
111,1289,育英醫護管理專科學校,高雄市,2 技職,1891,南部,私立,108.0,1891.0,0.057,,,67.0,28.2,私立
111,1291,聖母醫護管理專科學校,宜蘭縣,2 技職,1636,東部,私立,134.0,1636.0,0.082,,,77.0,21.2,私立
111,1292,新生醫護管理專科學校,桃園市,2 技職,5990,北部,私立,284.0,5990.0,0.047,,,209.0,28.7,私立
111,1293,崇仁醫護管理專科學校,嘉義縣,2 技職,3051,南部,私立,83.0,3051.0,0.027,,,117.0,26.1,私立
111,3002,臺北市立大學,臺北市,1 一般,8031,北部,公立,786.0,8031.0,0.098,,,321.0,25.0,公立
112,1,國立政治大學,臺北市,1 一般,16818,北部,公立,2154.0,16818.0,0.128,,,729.0,23.1,公立
112,2,國立清華大學,新竹市,1 一般,18191,北部,公立,1482.0,18191.0,0.081,,,841.0,21.6,公立
112,3,國立臺灣大學,臺北市,1 一般,33882,北部,公立,3531.0,33882.0,0.104,,,2074.0,16.3,公立
112,4,國立臺灣師範大學,臺北市,3 師範,16496,北部,公立,2075.0,16496.0,0.126,,,829.0,19.9,公立
112,5,國立成功大學,臺南市,1 一般,23082,南部,公立,1668.0,23082.0,0.072,,,1321.0,17.5,公立
112,6,國立中興大學,臺中市,1 一般,15597,中部,公立,1440.0,15597.0,0.092,,,865.0,18.0,公立
112,7,國立陽明交通大學,新竹市,1 一般,21428,北部,公立,1755.0,21428.0,0.082,,,1139.0,18.8,公立
112,8,國立中央大學,桃園市,1 一般,12497,北部,公立,1008.0,12497.0,0.081,,,634.0,19.7,公立
112,9,國立中山大學,高雄市,1 一般,10346,南部,公立,909.0,10346.0,0.088,,,614.0,16.9,公立
112,12,國立臺灣海洋大學,基隆市,1 一般,9214,北部,公立,672.0,9214.0,0.073,,,433.0,21.3,公立
112,13,國立中正大學,嘉義縣,1 一般,11540,南部,公立,1039.0,11540.0,0.09,,,519.0,22.2,公立
112,14,國立高雄師範大學,高雄市,3 師範,7396,南部,公立,1162.0,7396.0,0.157,,,271.0,27.3,公立
112,15,國立彰化師範大學,彰化縣,3 師範,8611,中部,公立,1019.0,8611.0,0.118,,,364.0,23.7,公立
112,17,國立臺北大學,新北市,1 一般,10205,北部,公立,904.0,10205.0,0.089,,,398.0,25.6,公立
112,18,國立嘉義大學,嘉義市,1 一般,11582,南部,公立,1092.0,11582.0,0.094,,,486.0,23.8,公立
112,19,國立高雄大學,高雄市,2 技職,122,南部,公立,594.0,6145.0,0.097,,,231.0,0.5,公立
112,20,國立東華大學,花蓮縣,1 一般,10350,東部,公立,1167.0,10350.0,0.113,,,460.0,22.5,公立
112,21,國立暨南國際大學,南投縣,1 一般,6556,中部,公立,495.0,6556.0,0.076,,,262.0,25.0,公立
112,22,國立臺灣科技大學,臺北市,2 技職,11672,北部,公立,840.0,11672.0,0.072,,,553.0,21.1,公立
112,23,國立雲林科技大學,雲林縣,2 技職,10338,中部,公立,812.0,10338.0,0.079,,,420.0,24.6,公立
112,24,國立屏東科技大學,屏東縣,2 技職,10394,南部,公立,729.0,10394.0,0.07,,,445.0,23.4,公立
112,25,國立臺北科技大學,臺北市,2 技職,13659,北部,公立,703.0,13659.0,0.051,,,495.0,27.6,公立
112,28,國立臺北藝術大學,臺北市,1 一般,3213,北部,公立,575.0,3213.0,0.179,,,169.0,19.0,公立
112,29,國立臺灣藝術大學,新北市,2 技職,329,北部,公立,584.0,5592.0,0.104,,,160.0,2.1,公立
112,30,國立臺東大學,臺東縣,2 技職,116,東部,公立,502.0,5121.0,0.098,,,212.0,0.5,公立
112,31,國立宜蘭大學,宜蘭縣,1 一般,5592,東部,公立,400.0,5592.0,0.072,,,238.0,23.5,公立
112,32,國立聯合大學,苗栗縣,1 一般,7711,中部,公立,335.0,7711.0,0.043,,,284.0,27.2,公立
112,33,國立虎尾科技大學,雲林縣,2 技職,11693,中部,公立,590.0,11693.0,0.05,,,372.0,31.4,公立
112,35,國立臺南藝術大學,臺南市,1 一般,1638,南部,公立,318.0,1638.0,0.194,,,102.0,16.1,公立
112,36,國立臺南大學,臺南市,1 一般,5961,南部,公立,612.0,5961.0,0.103,,,221.0,27.0,公立
112,37,國立臺北教育大學,臺北市,3 師範,6095,北部,公立,800.0,6095.0,0.131,,,232.0,26.3,公立
112,39,國立臺中教育大學,臺中市,3 師範,5090,中部,公立,607.0,5090.0,0.119,,,203.0,25.1,公立
112,42,國立澎湖科技大學,澎湖縣,2 技職,2702,離島,公立,240.0,2702.0,0.089,,,137.0,19.7,公立
112,43,國立勤益科技大學,臺中市,2 技職,12603,中部,公立,976.0,12603.0,0.077,,,338.0,37.3,公立
112,44,國立體育大學,桃園市,1 一般,2759,北部,公立,305.0,2759.0,0.111,,,100.0,27.6,公立
112,46,國立臺北護理健康大學,臺北市,2 技職,5275,北部,公立,493.0,5275.0,0.093,,,212.0,24.9,公立
112,47,國立高雄餐旅大學,高雄市,2 技職,4303,南部,公立,216.0,4303.0,0.05,,,155.0,27.8,公立
112,48,國立金門大學,金門縣,1 一般,4050,離島,公立,223.0,4050.0,0.055,,,144.0,28.1,公立
112,49,國立臺灣體育運動大學,臺中市,1 一般,3149,中部,公立,261.0,3149.0,0.083,,,126.0,25.0,公立
112,50,國立臺中科技大學,臺中市,2 技職,15989,中部,公立,1260.0,15989.0,0.079,,,458.0,34.9,公立
112,51,國立臺北商業大學,臺北市,2 技職,6999,北部,公立,452.0,6999.0,0.065,,,236.0,29.7,公立
112,52,國立屏東大學,屏東縣,1 一般,8859,南部,公立,663.0,8859.0,0.075,,,341.0,26.0,公立
112,53,國立高雄科技大學,高雄市,2 技職,27783,南部,公立,2146.0,27783.0,0.077,,,862.0,32.2,公立
112,144,國立臺灣戲曲學院,臺北市,2 技職,501,北部,公立,17.0,501.0,0.034,,,36.0,13.9,公立
112,221,國立臺南護理專科學校,臺南市,2 技職,1983,南部,公立,70.0,1983.0,0.035,,,99.0,20.0,公立
112,222,國立臺東專科學校,臺東縣,2 技職,686,東部,公立,78.0,686.0,0.114,,,59.0,11.6,公立
112,1001,東海大學,臺中市,1 一般,15582,中部,私立,1299.0,15582.0,0.083,,,529.0,29.5,私立
112,1002,輔仁大學,新北市,2 技職,42,北部,私立,1943.0,25632.0,0.076,,,721.0,0.1,私立
112,1003,東吳大學,臺北市,1 一般,15209,北部,私立,1131.0,15209.0,0.074,,,417.0,36.5,私立
112,1004,中原大學,桃園市,1 一般,16696,北部,私立,995.0,16696.0,0.06,,,513.0,32.5,私立
112,1005,淡江大學,新北市,1 一般,22674,北部,,,,,,,,,未知
112,1006,中國文化大學,臺北市,2 技職,175,北部,私立,2457.0,19866.0,0.124,,,621.0,0.3,私立
112,1007,逢甲大學,臺中市,1 一般,21441,中部,私立,954.0,21441.0,0.044,,,650.0,33.0,私立
112,1008,靜宜大學,臺中市,1 一般,10987,中部,私立,676.0,10987.0,0.062,,,333.0,33.0,私立
112,1009,長庚大學,桃園市,1 一般,7103,北部,私立,509.0,7103.0,0.072,,,606.0,11.7,私立
112,1010,元智大學,桃園市,1 一般,8763,北部,私立,376.0,8763.0,0.043,,,298.0,29.4,私立
112,1011,中華大學,新竹市,2 技職,195,北部,,,,,,,,,未知
112,1012,大葉大學,彰化縣,2 技職,59,中部,私立,611.0,4561.0,0.134,,,258.0,0.2,私立
112,1013,華梵大學,新北市,1 一般,1023,北部,,,,,,,,,未知
112,1014,義守大學,高雄市,2 技職,143,南部,私立,383.0,11721.0,0.033,,,480.0,0.3,私立
112,1015,世新大學,臺北市,1 一般,10920,北部,私立,675.0,10920.0,0.062,,,300.0,36.4,私立
112,1016,銘傳大學,臺北市,1 一般,17498,北部,私立,998.0,17498.0,0.057,,,528.0,33.1,私立
112,1017,實踐大學,臺北市,2 技職,74,北部,私立,672.0,10754.0,0.062,,,304.0,0.2,私立
112,1018,朝陽科技大學,臺中市,2 技職,13233,中部,私立,649.0,13233.0,0.049,,,395.0,33.5,私立
112,1019,高雄醫學大學,高雄市,1 一般,6621,南部,私立,565.0,6621.0,0.085,,,526.0,12.6,私立
112,1020,南華大學,嘉義縣,1 一般,4894,南部,私立,622.0,4894.0,0.127,,,179.0,27.3,私立
112,1021,真理大學,新北市,1 一般,3281,北部,私立,221.0,3281.0,0.067,,,197.0,16.7,私立
112,1022,大同大學,臺北市,1 一般,3603,北部,私立,230.0,3603.0,0.064,,,125.0,28.8,私立
112,1023,南臺科技大學,臺南市,2 技職,14917,南部,,,,,,,,,未知
112,1024,崑山科技大學,臺南市,2 技職,8413,南部,私立,737.0,8413.0,0.088,,,262.0,32.1,私立
112,1025,嘉南藥理大學,臺南市,2 技職,9396,南部,,,,,,,,,未知
112,1026,樹德科技大學,高雄市,2 技職,8453,南部,私立,446.0,8453.0,0.053,,,263.0,32.1,私立
112,1027,慈濟大學,花蓮縣,1 一般,2835,東部,,,,,,,,,未知
112,1028,臺北醫學大學,臺北市,1 一般,6154,北部,私立,493.0,6154.0,0.08,,,707.0,8.7,私立
112,1029,中山醫學大學,臺中市,2 技職,116,中部,私立,490.0,7085.0,0.069,,,405.0,0.3,私立
112,1030,龍華科技大學,桃園市,2 技職,11122,北部,私立,505.0,11122.0,0.045,,,270.0,41.2,私立
112,1031,輔英科技大學,高雄市,2 技職,8462,南部,私立,561.0,8462.0,0.066,,,292.0,29.0,私立
112,1032,明新科技大學,新竹縣,2 技職,9894,北部,,,,,,,,,未知
112,1033,長榮大學,臺南市,1 一般,5654,南部,私立,325.0,5654.0,0.057,,,273.0,20.7,私立
112,1034,弘光科技大學,臺中市,2 技職,11595,中部,私立,1142.0,11595.0,0.098,,,324.0,35.8,私立
112,1035,中國醫藥大學,臺中市,1 一般,7349,中部,私立,520.0,7349.0,0.071,,,517.0,14.2,私立
112,1036,健行科技大學,桃園市,2 技職,9401,北部,,,,,,,,,未知
112,1037,正修科技大學,高雄市,2 技職,15487,南部,,,,,,,,,未知
112,1038,萬能科技大學,桃園市,2 技職,7734,北部,,,,,,,,,未知
112,1039,玄奘大學,新竹市,2 技職,28,北部,私立,243.0,1551.0,0.157,,,100.0,0.3,私立
112,1040,建國科技大學,彰化縣,2 技職,3854,中部,私立,181.0,3854.0,0.047,,,160.0,24.1,私立
112,1041,明志科技大學,新北市,2 技職,4327,北部,私立,141.0,4327.0,0.033,,,210.0,20.6,私立
112,1042,高苑科技大學,高雄市,2 技職,1235,南部,,,,,,,,,未知
112,1043,大仁科技大學,屏東縣,2 技職,3863,南部,私立,502.0,3863.0,0.13,,,150.0,25.8,私立
112,1044,聖約翰科技大學,新北市,2 技職,607,北部,私立,140.0,607.0,0.231,,,62.0,9.8,私立
112,1045,嶺東科技大學,臺中市,2 技職,8681,中部,私立,511.0,8681.0,0.059,,,237.0,36.6,私立
112,1046,中國科技大學,臺北市,2 技職,6211,北部,私立,486.0,6211.0,0.078,,,207.0,30.0,私立
112,1047,中臺科技大學,臺中市,2 技職,6340,中部,私立,948.0,6340.0,0.15,,,208.0,30.5,私立
112,1048,亞洲大學,臺中市,1 一般,10858,中部,私立,656.0,10858.0,0.06,,,363.0,29.9,私立
112,1049,開南大學,桃園市,1 一般,4194,北部,私立,407.0,4194.0,0.097,,,167.0,25.1,私立
112,1050,佛光大學,宜蘭縣,1 一般,2764,東部,私立,299.0,2764.0,0.108,,,144.0,19.2,私立
112,1051,台南應用科技大學,臺南市,2 技職,9660,南部,,,,,,,,,未知
112,1052,遠東科技大學,臺南市,2 技職,2131,南部,,,,,,,,,未知
112,1053,元培醫事科技大學,新竹市,2 技職,4005,北部,,,,,,,,,未知
112,1054,景文科技大學,新北市,2 技職,4599,北部,私立,243.0,4599.0,0.053,,,140.0,32.8,私立
112,1055,中華醫事科技大學,臺南市,2 技職,7346,南部,私立,786.0,7346.0,0.107,,,257.0,28.6,私立
112,1056,東南科技大學,新北市,2 技職,3647,北部,私立,534.0,3647.0,0.146,,,126.0,28.9,私立
112,1057,德明財經科技大學,臺北市,2 技職,5543,北部,私立,642.0,5543.0,0.116,,,196.0,28.3,私立
112,1058,明道大學,彰化縣,1 一般,696,中部,,,,,,,,,未知
112,1060,南開科技大學,南投縣,2 技職,2566,中部,私立,128.0,2566.0,0.05,,,95.0,27.0,私立
112,1061,中華科技大學,臺北市,2 技職,3205,北部,,,,,,,,,未知
112,1062,僑光科技大學,臺中市,2 技職,8314,中部,私立,298.0,8314.0,0.036,,,196.0,42.4,私立
112,1063,育達科技大學,苗栗縣,2 技職,3038,中部,,,,,,,,,未知
112,1064,美和科技大學,屏東縣,2 技職,4886,南部,,,,,,,,,未知
112,1065,吳鳳科技大學,嘉義縣,2 技職,3782,南部,私立,413.0,3782.0,0.109,,,121.0,31.3,私立
112,1066,環球科技大學,雲林縣,2 技職,1018,中部,,,,,,,,,未知
112,1069,修平科技大學,臺中市,2 技職,3832,中部,,,,,,,,,未知
112,1070,長庚科技大學,桃園市,2 技職,6113,北部,,,,,,,,,未知
112,1071,臺北城市科技大學,臺北市,2 技職,8264,北部,,,,,,,,,未知
112,1072,敏實科技大學,新竹縣,2 技職,702,北部,,,,,,,,,未知
112,1073,醒吾科技大學,新北市,2 技職,6100,北部,,,,,,,,,未知
112,1075,文藻外語大學,高雄市,2 技職,7262,南部,,,,,,,,,未知
112,1076,華夏科技大學,新北市,2 技職,1650,北部,,,,,,,,,未知
112,1077,慈濟科技大學,花蓮縣,2 技職,2836,東部,,,,,,,,,未知
112,1078,致理科技大學,新北市,2 技職,10951,北部,,,,,,,,,未知
112,1079,康寧大學,臺北市,2 技職,3082,北部,,,,,,,,,未知
112,1080,宏國德霖科技大學,新北市,2 技職,3990,北部,,,,,,,,,未知
112,1081,東方設計大學,高雄市,2 技職,345,南部,,,,,,,,,未知
112,1082,崇右影藝科技大學,基隆市,2 技職,1145,北部,,,,,,,,,未知
112,1083,台北海洋科技大學,新北市,2 技職,3775,北部,,,,,,,,,未知
112,1084,亞東科技大學,新北市,2 技職,3856,北部,,,,,,,,,未知
112,1125,中信金融管理學院,臺南市,1 一般,957,南部,,,,,,,,,未知
112,1148,大漢技術學院,花蓮縣,2 技職,601,東部,私立,126.0,601.0,0.21,,,30.0,20.0,私立
112,1168,南亞技術學院,桃園市,2 技職,1999,北部,,,,,,,,,未知
112,1183,黎明技術學院,新北市,2 技職,4742,北部,私立,469.0,4742.0,0.099,,,141.0,33.6,私立
112,1185,德育護理健康學院,基隆市,2 技職,3454,北部,,,,,,,,,未知
112,1188,大同技術學院,嘉義市,2 技職,145,南部,私立,0.0,145.0,0.0,,,24.0,6.0,私立
112,1195,馬偕醫學院,新北市,2 技職,48,北部,,,,,,,,,未知
112,1196,法鼓文理學院,新北市,1 一般,363,北部,,,,,,,,,未知
112,1282,馬偕醫護管理專科學校,臺北市,2 技職,4080,北部,,,,,,,,,未知
112,1283,仁德醫護管理專科學校,苗栗縣,2 技職,5842,中部,私立,180.0,5842.0,0.031,,,217.0,26.9,私立
112,1284,樹人醫護管理專科學校,高雄市,2 技職,7241,南部,私立,401.0,7241.0,0.055,,,223.0,32.5,私立
112,1285,慈惠醫護管理專科學校,屏東縣,2 技職,2155,南部,私立,464.0,2155.0,0.215,,,105.0,20.5,私立
112,1286,耕莘健康管理專科學校,新北市,2 技職,4044,北部,私立,144.0,4044.0,0.036,,,151.0,26.8,私立
112,1287,敏惠醫護管理專科學校,臺南市,2 技職,3573,南部,私立,149.0,3573.0,0.042,,,111.0,32.2,私立
112,1289,育英醫護管理專科學校,高雄市,2 技職,1833,南部,私立,121.0,1833.0,0.066,,,67.0,27.4,私立
112,1291,聖母醫護管理專科學校,宜蘭縣,2 技職,1520,東部,私立,97.0,1520.0,0.064,,,75.0,20.3,私立
112,1292,新生醫護管理專科學校,桃園市,2 技職,6057,北部,私立,382.0,6057.0,0.063,,,226.0,26.8,私立
112,1293,崇仁醫護管理專科學校,嘉義縣,2 技職,3017,南部,私立,65.0,3017.0,0.022,,,118.0,25.6,私立
112,3002,臺北市立大學,臺北市,1 一般,8061,北部,公立,834.0,8061.0,0.103,,,322.0,25.0,公立
113,1,國立政治大學,臺北市,1 一般,16899,北部,公立,2075.0,16899.0,0.123,,,722.0,23.4,公立
113,2,國立清華大學,新竹市,1 一般,18269,北部,公立,1188.0,18269.0,0.065,,,864.0,21.1,公立
113,3,國立臺灣大學,臺北市,1 一般,34487,北部,公立,3427.0,34487.0,0.099,,,2085.0,16.5,公立
113,4,國立臺灣師範大學,臺北市,3 師範,16624,北部,公立,1913.0,16624.0,0.115,,,822.0,20.2,公立
113,5,國立成功大學,臺南市,1 一般,23381,南部,公立,1692.0,23381.0,0.072,,,1301.0,18.0,公立
113,6,國立中興大學,臺中市,1 一般,15845,中部,公立,1384.0,15845.0,0.087,,,879.0,18.0,公立
113,7,國立陽明交通大學,新竹市,1 一般,22117,北部,公立,1653.0,22117.0,0.075,,,1150.0,19.2,公立
113,8,國立中央大學,桃園市,1 一般,12563,北部,公立,993.0,12563.0,0.079,,,631.0,19.9,公立
113,9,國立中山大學,高雄市,1 一般,10948,南部,公立,912.0,10948.0,0.083,,,632.0,17.3,公立
113,12,國立臺灣海洋大學,基隆市,1 一般,9102,北部,公立,645.0,9102.0,0.071,,,433.0,21.0,公立
113,13,國立中正大學,嘉義縣,1 一般,11553,南部,公立,931.0,11553.0,0.081,,,532.0,21.7,公立
